session_id,user_id,flight_id,origin,destination,action,relevance,utility_gt,position_shown
S00000385,U00036,FL006703,Delhi,Mumbai,click,1,0.5785,11
S00000385,U00036,FL005489,Delhi,Mumbai,click,1,0.5948,12
S00000385,U00036,FL007548,Delhi,Mumbai,ignore,0,0.5997,13
S00000386,U00036,FL283726,Hyderabad,Kolkata,click,1,0.5012,0
S00000386,U00036,FL284936,Hyderabad,Kolkata,ignore,0,0.491,1
S00000386,U00036,FL171012,Hyderabad,Kolkata,click,1,0.6796,2
S00000386,U00036,FL173501,Hyderabad,Kolkata,book,2,0.5608,3
S00000386,U00036,FL175274,Hyderabad,Kolkata,click,1,0.5721,4
S00000386,U00036,FL174691,Hyderabad,Kolkata,click,1,0.5526,5
S00000386,U00036,FL171933,Hyderabad,Kolkata,ignore,0,0.5055,6
S00000386,U00036,FL284286,Hyderabad,Kolkata,ignore,0,0.5117,7
S00000386,U00036,FL171538,Hyderabad,Kolkata,click,1,0.4978,8
S00000386,U00036,FL171680,Hyderabad,Kolkata,click,1,0.4757,9
S00000387,U00036,FL163434,Hyderabad,Mumbai,ignore,0,0.5344,0
S00000387,U00036,FL159636,Hyderabad,Mumbai,ignore,0,0.5703,1
S00000387,U00036,FL278162,Hyderabad,Mumbai,book,2,0.4587,2
S00000387,U00036,FL279258,Hyderabad,Mumbai,click,1,0.5079,3
S00000387,U00036,FL163638,Hyderabad,Mumbai,click,1,0.5774,4
S00000387,U00036,FL163666,Hyderabad,Mumbai,click,1,0.6863,5
S00000387,U00036,FL158832,Hyderabad,Mumbai,ignore,0,0.4764,6
S00000387,U00036,FL279180,Hyderabad,Mumbai,click,1,0.5065,7
S00000387,U00036,FL279673,Hyderabad,Mumbai,ignore,0,0.5066,8
S00000387,U00036,FL160677,Hyderabad,Mumbai,click,1,0.7216,9
S00000387,U00036,FL160558,Hyderabad,Mumbai,click,1,0.5695,10
S00000387,U00036,FL161282,Hyderabad,Mumbai,ignore,0,0.5705,11
S00000387,U00036,FL160583,Hyderabad,Mumbai,ignore,0,0.5981,12
S00000387,U00036,FL278104,Hyderabad,Mumbai,ignore,0,0.4208,13
S00000388,U00036,FL079616,Mumbai,Chennai,ignore,0,0.4934,0
S00000388,U00036,FL077929,Mumbai,Chennai,click,1,0.5091,1
S00000388,U00036,FL081309,Mumbai,Chennai,ignore,0,0.5327,2
S00000388,U00036,FL081892,Mumbai,Chennai,ignore,0,0.5858,3
S00000388,U00036,FL242630,Mumbai,Chennai,click,1,0.4579,4
S00000388,U00036,FL083518,Mumbai,Chennai,ignore,0,0.5308,5
S00000389,U00036,FL260374,Bangalore,Chennai,ignore,0,0.453,0
S00000389,U00036,FL117703,Bangalore,Chennai,ignore,0,0.527,1
S00000389,U00036,FL119341,Bangalore,Chennai,click,1,0.5418,2
S00000389,U00036,FL117351,Bangalore,Chennai,click,1,0.4702,3
S00000389,U00036,FL117316,Bangalore,Chennai,click,1,0.5272,4
S00000389,U00036,FL119214,Bangalore,Chennai,ignore,0,0.5677,5
S00000389,U00036,FL259980,Bangalore,Chennai,ignore,0,0.4781,6
S00000389,U00036,FL261114,Bangalore,Chennai,ignore,0,0.4694,7
S00000390,U00036,FL271240,Kolkata,Hyderabad,ignore,0,0.4836,0
S00000390,U00036,FL272416,Kolkata,Hyderabad,click,1,0.5268,1
S00000390,U00036,FL271622,Kolkata,Hyderabad,click,1,0.4442,2
S00000390,U00036,FL271492,Kolkata,Hyderabad,ignore,0,0.4833,3
S00000390,U00036,FL145789,Kolkata,Hyderabad,ignore,0,0.5543,4
S00000390,U00036,FL142650,Kolkata,Hyderabad,click,1,0.5296,5
S00000390,U00036,FL143414,Kolkata,Hyderabad,click,1,0.4478,6
S00000390,U00036,FL270267,Kolkata,Hyderabad,click,1,0.512,7
S00000391,U00036,FL249045,Bangalore,Mumbai,click,1,0.5057,0
S00000391,U00036,FL102302,Bangalore,Mumbai,click,1,0.5635,1
S00000391,U00036,FL251712,Bangalore,Mumbai,click,1,0.4464,2
S00000391,U00036,FL097405,Bangalore,Mumbai,click,1,0.6572,3
S00000391,U00036,FL251418,Bangalore,Mumbai,click,1,0.4862,4
S00000391,U00036,FL251822,Bangalore,Mumbai,click,1,0.5243,5
S00000391,U00036,FL251213,Bangalore,Mumbai,click,1,0.5046,6
S00000392,U00036,FL269799,Kolkata,Bangalore,ignore,0,0.421,0
S00000392,U00036,FL141150,Kolkata,Bangalore,click,1,0.501,1
S00000392,U00036,FL135911,Kolkata,Bangalore,book,2,0.5814,2
S00000392,U00036,FL138965,Kolkata,Bangalore,ignore,0,0.4844,3
S00000392,U00036,FL138338,Kolkata,Bangalore,ignore,0,0.745,4
S00000393,U00036,FL167154,Hyderabad,Bangalore,click,1,0.554,0
S00000393,U00036,FL166270,Hyderabad,Bangalore,click,1,0.7405,1
S00000393,U00036,FL165872,Hyderabad,Bangalore,click,1,0.8297,2
S00000393,U00036,FL281821,Hyderabad,Bangalore,click,1,0.4838,3
S00000393,U00036,FL168452,Hyderabad,Bangalore,book,2,0.5931,4
S00000393,U00036,FL282153,Hyderabad,Bangalore,ignore,0,0.4392,5
S00000393,U00036,FL169213,Hyderabad,Bangalore,click,1,0.5755,6
S00000393,U00036,FL280423,Hyderabad,Bangalore,click,1,0.5145,7
S00000393,U00036,FL168300,Hyderabad,Bangalore,click,1,0.5594,8
S00000393,U00036,FL280767,Hyderabad,Bangalore,ignore,0,0.481,9
S00000393,U00036,FL281706,Hyderabad,Bangalore,click,1,0.4976,10
S00000393,U00036,FL168169,Hyderabad,Bangalore,ignore,0,0.5144,11
S00000394,U00037,FL001087,Delhi,Mumbai,click,1,0.5634,0
S00000394,U00037,FL001958,Delhi,Mumbai,click,1,0.6119,1
S00000394,U00037,FL207432,Delhi,Mumbai,ignore,0,0.5751,2
S00000394,U00037,FL008585,Delhi,Mumbai,ignore,0,0.5442,3
S00000394,U00037,FL006336,Delhi,Mumbai,ignore,0,0.5353,4
S00000394,U00037,FL005086,Delhi,Mumbai,ignore,0,0.4744,5
S00000394,U00037,FL207714,Delhi,Mumbai,ignore,0,0.4774,6
S00000394,U00037,FL210205,Delhi,Mumbai,click,1,0.622,7
S00000394,U00037,FL001029,Delhi,Mumbai,ignore,0,0.5441,8
S00000395,U00037,FL021270,Delhi,Kolkata,ignore,0,0.4714,0
S00000395,U00037,FL027516,Delhi,Kolkata,ignore,0,0.4863,1
S00000395,U00037,FL026594,Delhi,Kolkata,click,1,0.7153,2
S00000395,U00037,FL218022,Delhi,Kolkata,book,2,0.4256,3
S00000395,U00037,FL028559,Delhi,Kolkata,click,1,0.5156,4
S00000395,U00037,FL022432,Delhi,Kolkata,ignore,0,0.5348,5
S00000395,U00037,FL026598,Delhi,Kolkata,click,1,0.6155,6
S00000395,U00037,FL218095,Delhi,Kolkata,ignore,0,0.6904,7
S00000395,U00037,FL022317,Delhi,Kolkata,click,1,0.5154,8
S00000395,U00037,FL217470,Delhi,Kolkata,click,1,0.4095,9
S00000395,U00037,FL026542,Delhi,Kolkata,ignore,0,0.49,10
S00000395,U00037,FL020762,Delhi,Kolkata,click,1,0.536,11
S00000396,U00037,FL184460,Chennai,Delhi,ignore,0,0.4983,0
S00000396,U00037,FL288942,Chennai,Delhi,ignore,0,0.5494,1
S00000396,U00037,FL181705,Chennai,Delhi,book,2,0.5963,2
S00000396,U00037,FL289055,Chennai,Delhi,click,1,0.5436,3
S00000396,U00037,FL183632,Chennai,Delhi,ignore,0,0.7147,4
S00000396,U00037,FL186503,Chennai,Delhi,ignore,0,0.5905,5
S00000396,U00037,FL182862,Chennai,Delhi,click,1,0.6124,6
S00000396,U00037,FL183506,Chennai,Delhi,click,1,0.6774,7
S00000396,U00037,FL186626,Chennai,Delhi,ignore,0,0.598,8
S00000396,U00037,FL186681,Chennai,Delhi,click,1,0.6153,9
S00000396,U00037,FL290290,Chennai,Delhi,ignore,0,0.4709,10
S00000396,U00037,FL288833,Chennai,Delhi,ignore,0,0.5009,11
S00000397,U00037,FL096642,Bangalore,Mumbai,book,2,0.6162,0
S00000397,U00037,FL100048,Bangalore,Mumbai,click,1,0.6868,1
S00000397,U00037,FL252248,Bangalore,Mumbai,ignore,0,0.4458,2
S00000397,U00037,FL250609,Bangalore,Mumbai,ignore,0,0.4334,3
S00000397,U00037,FL248711,Bangalore,Mumbai,ignore,0,0.4076,4
S00000397,U00037,FL249111,Bangalore,Mumbai,click,1,0.5524,5
S00000397,U00037,FL252697,Bangalore,Mumbai,click,1,0.5617,6
S00000398,U00037,FL092274,Bangalore,Delhi,click,1,0.6138,0
S00000398,U00037,FL093564,Bangalore,Delhi,click,1,0.7118,1
S00000398,U00037,FL089550,Bangalore,Delhi,click,1,0.5339,2
S00000398,U00037,FL085196,Bangalore,Delhi,click,1,0.5204,3
S00000398,U00037,FL245528,Bangalore,Delhi,click,1,0.5526,4
S00000398,U00037,FL245095,Bangalore,Delhi,click,1,0.5611,5
S00000398,U00037,FL084962,Bangalore,Delhi,click,1,0.492,6
S00000398,U00037,FL244889,Bangalore,Delhi,ignore,0,0.4512,7
S00000398,U00037,FL085818,Bangalore,Delhi,click,1,0.5268,8
S00000398,U00037,FL090382,Bangalore,Delhi,book,2,0.5471,9
S00000398,U00037,FL084122,Bangalore,Delhi,ignore,0,0.5432,10
S00000398,U00037,FL248112,Bangalore,Delhi,ignore,0,0.4945,11
S00000399,U00037,FL124562,Kolkata,Delhi,click,1,0.6004,0
S00000399,U00037,FL121371,Kolkata,Delhi,ignore,0,0.4989,1
S00000399,U00037,FL122299,Kolkata,Delhi,click,1,0.6833,2
S00000399,U00037,FL122194,Kolkata,Delhi,click,1,0.5107,3
S00000399,U00037,FL122527,Kolkata,Delhi,ignore,0,0.5488,4
S00000399,U00037,FL122856,Kolkata,Delhi,click,1,0.5956,5
S00000399,U00037,FL120882,Kolkata,Delhi,ignore,0,0.5421,6
S00000399,U00037,FL121125,Kolkata,Delhi,click,1,0.5396,7
S00000399,U00037,FL262400,Kolkata,Delhi,click,1,0.4844,8
S00000399,U00037,FL124897,Kolkata,Delhi,click,1,0.6042,9
S00000399,U00037,FL126409,Kolkata,Delhi,ignore,0,0.6073,10
S00000400,U00037,FL245309,Bangalore,Delhi,ignore,0,0.5014,0
S00000400,U00037,FL089303,Bangalore,Delhi,click,1,0.5843,1
S00000400,U00037,FL093394,Bangalore,Delhi,ignore,0,0.5318,2
S00000400,U00037,FL245055,Bangalore,Delhi,ignore,0,0.5405,3
S00000400,U00037,FL085171,Bangalore,Delhi,click,1,0.6478,4
S00000401,U00037,FL157676,Hyderabad,Delhi,click,1,0.6524,0
S00000401,U00037,FL156302,Hyderabad,Delhi,click,1,0.5544,1
S00000401,U00037,FL154520,Hyderabad,Delhi,click,1,0.6028,2
S00000401,U00037,FL275720,Hyderabad,Delhi,click,1,0.4712,3
S00000401,U00037,FL156422,Hyderabad,Delhi,click,1,0.6081,4
S00000401,U00037,FL274943,Hyderabad,Delhi,ignore,0,0.4934,5
S00000401,U00037,FL157132,Hyderabad,Delhi,click,1,0.5933,6
S00000401,U00037,FL153362,Hyderabad,Delhi,ignore,0,0.5473,7
S00000401,U00037,FL157900,Hyderabad,Delhi,click,1,0.5541,8
S00000402,U00037,FL280589,Hyderabad,Bangalore,ignore,0,0.5345,0
S00000402,U00037,FL280872,Hyderabad,Bangalore,book,2,0.4384,1
S00000402,U00037,FL281894,Hyderabad,Bangalore,ignore,0,0.4365,2
S00000402,U00037,FL281323,Hyderabad,Bangalore,ignore,0,0.5654,3
S00000402,U00037,FL166103,Hyderabad,Bangalore,click,1,0.5346,4
S00000402,U00037,FL165797,Hyderabad,Bangalore,click,1,0.6201,5
S00000402,U00037,FL281992,Hyderabad,Bangalore,click,1,0.5321,6
S00000402,U00037,FL281033,Hyderabad,Bangalore,ignore,0,0.4599,7
S00000402,U00037,FL165817,Hyderabad,Bangalore,ignore,0,0.4763,8
S00000402,U00037,FL166507,Hyderabad,Bangalore,click,1,0.5173,9
S00000402,U00037,FL282988,Hyderabad,Bangalore,click,1,0.5237,10
S00000402,U00037,FL168805,Hyderabad,Bangalore,click,1,0.5548,11
S00000402,U00037,FL282322,Hyderabad,Bangalore,click,1,0.5086,12
S00000403,U00038,FL113895,Bangalore,Hyderabad,ignore,0,0.5723,0
S00000403,U00038,FL111593,Bangalore,Hyderabad,ignore,0,0.5861,1
S00000403,U00038,FL111917,Bangalore,Hyderabad,ignore,0,0.6175,2
S00000403,U00038,FL112000,Bangalore,Hyderabad,ignore,0,0.7401,3
S00000403,U00038,FL258931,Bangalore,Hyderabad,book,2,0.465,4
S00000403,U00038,FL258987,Bangalore,Hyderabad,click,1,0.3946,5
S00000403,U00038,FL258609,Bangalore,Hyderabad,ignore,0,0.42,6
S00000403,U00038,FL110956,Bangalore,Hyderabad,click,1,0.6044,7
S00000403,U00038,FL256411,Bangalore,Hyderabad,click,1,0.4309,8
S00000403,U00038,FL113898,Bangalore,Hyderabad,click,1,0.7185,9
S00000404,U00038,FL033863,Delhi,Hyderabad,ignore,0,0.6133,0
S00000404,U00038,FL029528,Delhi,Hyderabad,click,1,0.6115,1
S00000404,U00038,FL030110,Delhi,Hyderabad,ignore,0,0.6188,2
S00000404,U00038,FL035161,Delhi,Hyderabad,book,2,0.6275,3
S00000404,U00038,FL220183,Delhi,Hyderabad,click,1,0.6032,4
S00000404,U00038,FL032821,Delhi,Hyderabad,click,1,0.6134,5
S00000404,U00038,FL219565,Delhi,Hyderabad,click,1,0.6041,6
S00000404,U00038,FL032719,Delhi,Hyderabad,click,1,0.6055,7
S00000405,U00038,FL165620,Hyderabad,Bangalore,click,1,0.5678,0
S00000405,U00038,FL282585,Hyderabad,Bangalore,ignore,0,0.4402,1
S00000405,U00038,FL169226,Hyderabad,Bangalore,click,1,0.7179,2
S00000405,U00038,FL281901,Hyderabad,Bangalore,click,1,0.5111,3
S00000405,U00038,FL280601,Hyderabad,Bangalore,ignore,0,0.4412,4
S00000405,U00038,FL166760,Hyderabad,Bangalore,click,1,0.6278,5
S00000405,U00038,FL282065,Hyderabad,Bangalore,ignore,0,0.4387,6
S00000405,U00038,FL166477,Hyderabad,Bangalore,click,1,0.7578,7
S00000405,U00038,FL282088,Hyderabad,Bangalore,ignore,0,0.4641,8
S00000405,U00038,FL282960,Hyderabad,Bangalore,ignore,0,0.4608,9
S00000405,U00038,FL170148,Hyderabad,Bangalore,ignore,0,0.7385,10
S00000405,U00038,FL170687,Hyderabad,Bangalore,ignore,0,0.6416,11
S00000405,U00038,FL281950,Hyderabad,Bangalore,click,1,0.4374,12
S00000405,U00038,FL169814,Hyderabad,Bangalore,click,1,0.6307,13
S00000406,U00038,FL080390,Mumbai,Chennai,ignore,0,0.6114,0
S00000406,U00038,FL079746,Mumbai,Chennai,click,1,0.632,1
S00000406,U00038,FL082508,Mumbai,Chennai,book,2,0.575,2
S00000406,U00038,FL078809,Mumbai,Chennai,click,1,0.6564,3
S00000406,U00038,FL243095,Mumbai,Chennai,click,1,0.4149,4
S00000406,U00038,FL243922,Mumbai,Chennai,ignore,0,0.3825,5
S00000406,U00038,FL241546,Mumbai,Chennai,click,1,0.3891,6
S00000406,U00038,FL079756,Mumbai,Chennai,click,1,0.6481,7
S00000406,U00038,FL077384,Mumbai,Chennai,click,1,0.6539,8
S00000406,U00038,FL244283,Mumbai,Chennai,click,1,0.423,9
S00000406,U00038,FL077845,Mumbai,Chennai,click,1,0.7107,10
S00000407,U00038,FL018964,Delhi,Bangalore,book,2,0.5913,0
S00000407,U00038,FL213214,Delhi,Bangalore,ignore,0,0.4614,1
S00000407,U00038,FL013472,Delhi,Bangalore,click,1,0.6446,2
S00000407,U00038,FL212489,Delhi,Bangalore,click,1,0.4302,3
S00000407,U00038,FL012606,Delhi,Bangalore,click,1,0.7306,4
S00000407,U00038,FL011614,Delhi,Bangalore,click,1,0.6388,5
S00000407,U00038,FL212116,Delhi,Bangalore,ignore,0,0.4714,6
S00000407,U00038,FL215114,Delhi,Bangalore,click,1,0.4888,7
S00000408,U00038,FL232392,Mumbai,Bangalore,click,1,0.4456,0
S00000408,U00038,FL059225,Mumbai,Bangalore,ignore,0,0.6153,1
S00000408,U00038,FL054717,Mumbai,Bangalore,click,1,0.6233,2
S00000408,U00038,FL054016,Mumbai,Bangalore,ignore,0,0.5821,3
S00000408,U00038,FL059542,Mumbai,Bangalore,click,1,0.7369,4
S00000408,U00038,FL231793,Mumbai,Bangalore,ignore,0,0.4432,5
S00000408,U00038,FL233949,Mumbai,Bangalore,click,1,0.4436,6
S00000408,U00038,FL230369,Mumbai,Bangalore,click,1,0.4419,7
S00000408,U00038,FL060562,Mumbai,Bangalore,click,1,0.6216,8
S00000408,U00038,FL058371,Mumbai,Bangalore,ignore,0,0.596,9
S00000408,U00038,FL059405,Mumbai,Bangalore,ignore,0,0.5813,10
S00000408,U00038,FL231911,Mumbai,Bangalore,click,1,0.6092,11
S00000409,U00038,FL157676,Hyderabad,Delhi,book,2,0.7336,0
S00000409,U00038,FL276940,Hyderabad,Delhi,ignore,0,0.469,1
S00000409,U00038,FL155067,Hyderabad,Delhi,click,1,0.6305,2
S00000409,U00038,FL153076,Hyderabad,Delhi,click,1,0.6465,3
S00000409,U00038,FL275379,Hyderabad,Delhi,click,1,0.4552,4
S00000409,U00038,FL154243,Hyderabad,Delhi,ignore,0,0.6049,5
S00000409,U00038,FL153442,Hyderabad,Delhi,ignore,0,0.6317,6
S00000409,U00038,FL154251,Hyderabad,Delhi,ignore,0,0.7353,7
S00000409,U00038,FL152651,Hyderabad,Delhi,ignore,0,0.7258,8
S00000409,U00038,FL274801,Hyderabad,Delhi,ignore,0,0.4267,9
S00000410,U00038,FL185996,Chennai,Delhi,click,1,0.6581,0
S00000410,U00038,FL181540,Chennai,Delhi,ignore,0,0.5642,1
S00000410,U00038,FL186431,Chennai,Delhi,ignore,0,0.5864,2
S00000410,U00038,FL180737,Chennai,Delhi,book,2,0.7062,3
S00000410,U00038,FL288478,Chennai,Delhi,ignore,0,0.4581,4
S00000410,U00038,FL288755,Chennai,Delhi,ignore,0,0.597,5
S00000410,U00038,FL183721,Chennai,Delhi,ignore,0,0.6012,6
S00000410,U00038,FL180815,Chennai,Delhi,ignore,0,0.6191,7
S00000411,U00038,FL229743,Mumbai,Delhi,click,1,0.4761,0
S00000411,U00038,FL229343,Mumbai,Delhi,click,1,0.45,1
S00000411,U00038,FL050305,Mumbai,Delhi,click,1,0.7354,2
S00000411,U00038,FL052426,Mumbai,Delhi,click,1,0.736,3
S00000411,U00038,FL043189,Mumbai,Delhi,click,1,0.603,4
S00000411,U00038,FL046941,Mumbai,Delhi,book,2,0.6632,5
S00000411,U00038,FL052354,Mumbai,Delhi,ignore,0,0.6082,6
S00000411,U00038,FL228498,Mumbai,Delhi,ignore,0,0.4667,7
S00000411,U00038,FL048362,Mumbai,Delhi,click,1,0.6178,8
S00000411,U00038,FL228692,Mumbai,Delhi,ignore,0,0.4687,9
S00000412,U00038,FL201059,Chennai,Kolkata,click,1,0.6271,0
S00000412,U00038,FL297128,Chennai,Kolkata,ignore,0,0.4085,1
S00000412,U00038,FL198505,Chennai,Kolkata,ignore,0,0.5896,2
S00000412,U00038,FL297404,Chennai,Kolkata,book,2,0.4293,3
S00000412,U00038,FL297226,Chennai,Kolkata,click,1,0.44,4
S00000412,U00038,FL296330,Chennai,Kolkata,ignore,0,0.455,5
S00000412,U00038,FL201166,Chennai,Kolkata,ignore,0,0.6481,6
S00000412,U00038,FL296353,Chennai,Kolkata,click,1,0.4162,7
S00000412,U00038,FL296434,Chennai,Kolkata,ignore,0,0.4458,8
S00000413,U00038,FL148440,Kolkata,Chennai,ignore,0,0.6047,0
S00000413,U00038,FL148443,Kolkata,Chennai,click,1,0.5927,1
S00000413,U00038,FL273417,Kolkata,Chennai,ignore,0,0.4606,2
S00000413,U00038,FL274621,Kolkata,Chennai,ignore,0,0.3972,3
S00000413,U00038,FL151264,Kolkata,Chennai,ignore,0,0.6192,4
S00000413,U00038,FL149427,Kolkata,Chennai,ignore,0,0.6167,5
S00000414,U00038,FL064891,Mumbai,Kolkata,click,1,0.7663,0
S00000414,U00038,FL070262,Mumbai,Kolkata,click,1,0.621,1
S00000414,U00038,FL235528,Mumbai,Kolkata,click,1,0.4411,2
S00000414,U00038,FL069908,Mumbai,Kolkata,click,1,0.6322,3
S00000414,U00038,FL064296,Mumbai,Kolkata,click,1,0.6464,4
S00000414,U00038,FL070042,Mumbai,Kolkata,click,1,0.6299,5
S00000414,U00038,FL064778,Mumbai,Kolkata,ignore,0,0.6139,6
S00000414,U00038,FL067550,Mumbai,Kolkata,click,1,0.7317,7
S00000414,U00038,FL064205,Mumbai,Kolkata,click,1,0.6194,8
S00000414,U00038,FL063740,Mumbai,Kolkata,ignore,0,0.5937,9
S00000414,U00038,FL062964,Mumbai,Kolkata,click,1,0.5989,10
S00000414,U00038,FL068504,Mumbai,Kolkata,click,1,0.5655,11
S00000414,U00038,FL235407,Mumbai,Kolkata,ignore,0,0.4407,12
S00000415,U00039,FL162908,Hyderabad,Mumbai,ignore,0,0.5364,0
S00000415,U00039,FL277689,Hyderabad,Mumbai,click,1,0.6047,1
S00000415,U00039,FL160145,Hyderabad,Mumbai,ignore,0,0.4659,2
S00000415,U00039,FL162307,Hyderabad,Mumbai,ignore,0,0.5378,3
S00000415,U00039,FL159892,Hyderabad,Mumbai,ignore,0,0.4719,4
S00000415,U00039,FL279214,Hyderabad,Mumbai,click,1,0.5417,5
S00000415,U00039,FL277754,Hyderabad,Mumbai,ignore,0,0.6124,6
S00000415,U00039,FL165092,Hyderabad,Mumbai,ignore,0,0.5067,7
S00000415,U00039,FL164605,Hyderabad,Mumbai,book,2,0.5315,8
S00000415,U00039,FL280241,Hyderabad,Mumbai,click,1,0.5958,9
S00000415,U00039,FL162739,Hyderabad,Mumbai,click,1,0.4785,10
S00000415,U00039,FL161668,Hyderabad,Mumbai,ignore,0,0.5596,11
S00000416,U00039,FL006703,Delhi,Mumbai,click,1,0.5459,0
S00000416,U00039,FL009955,Delhi,Mumbai,ignore,0,0.5146,1
S00000416,U00039,FL007671,Delhi,Mumbai,book,2,0.5652,2
S00000416,U00039,FL207976,Delhi,Mumbai,click,1,0.6049,3
S00000416,U00039,FL210176,Delhi,Mumbai,ignore,0,0.6346,4
S00000416,U00039,FL208651,Delhi,Mumbai,ignore,0,0.5159,5
S00000416,U00039,FL209262,Delhi,Mumbai,click,1,0.5577,6
S00000416,U00039,FL007026,Delhi,Mumbai,ignore,0,0.5008,7
S00000416,U00039,FL008244,Delhi,Mumbai,click,1,0.4717,8
S00000417,U00039,FL129709,Kolkata,Mumbai,click,1,0.5751,0
S00000417,U00039,FL127585,Kolkata,Mumbai,ignore,0,0.642,1
S00000417,U00039,FL131777,Kolkata,Mumbai,click,1,0.4802,2
S00000417,U00039,FL127894,Kolkata,Mumbai,click,1,0.5066,3
S00000417,U00039,FL129527,Kolkata,Mumbai,click,1,0.4155,4
S00000417,U00039,FL267164,Kolkata,Mumbai,ignore,0,0.6293,5
S00000417,U00039,FL266537,Kolkata,Mumbai,click,1,0.6144,6
S00000417,U00039,FL267256,Kolkata,Mumbai,click,1,0.6089,7
S00000417,U00039,FL127883,Kolkata,Mumbai,click,1,0.6438,8
S00000417,U00039,FL267281,Kolkata,Mumbai,book,2,0.5904,9
S00000417,U00039,FL135094,Kolkata,Mumbai,ignore,0,0.5204,10
S00000418,U00039,FL015417,Delhi,Bangalore,book,2,0.6938,0
S00000418,U00039,FL214382,Delhi,Bangalore,ignore,0,0.5466,1
S00000418,U00039,FL017715,Delhi,Bangalore,ignore,0,0.5109,2
S00000418,U00039,FL213817,Delhi,Bangalore,click,1,0.5915,3
S00000418,U00039,FL011134,Delhi,Bangalore,click,1,0.5574,4
S00000418,U00039,FL015918,Delhi,Bangalore,click,1,0.6929,5
S00000418,U00039,FL018457,Delhi,Bangalore,ignore,0,0.6941,6
S00000418,U00039,FL013567,Delhi,Bangalore,ignore,0,0.4063,7
S00000418,U00039,FL212192,Delhi,Bangalore,click,1,0.5045,8
S00000418,U00039,FL011915,Delhi,Bangalore,ignore,0,0.5278,9
S00000418,U00039,FL011592,Delhi,Bangalore,ignore,0,0.5112,10
S00000418,U00039,FL212291,Delhi,Bangalore,click,1,0.5782,11
S00000419,U00039,FL274920,Hyderabad,Delhi,ignore,0,0.5386,0
S00000419,U00039,FL158301,Hyderabad,Delhi,click,1,0.5508,1
S00000419,U00039,FL156098,Hyderabad,Delhi,ignore,0,0.5141,2
S00000419,U00039,FL275310,Hyderabad,Delhi,click,1,0.5521,3
S00000419,U00039,FL155985,Hyderabad,Delhi,click,1,0.4505,4
S00000419,U00039,FL152754,Hyderabad,Delhi,ignore,0,0.5308,5
S00000419,U00039,FL155976,Hyderabad,Delhi,ignore,0,0.5268,6
S00000420,U00039,FL299743,Chennai,Hyderabad,ignore,0,0.4787,0
S00000420,U00039,FL204574,Chennai,Hyderabad,ignore,0,0.5182,1
S00000420,U00039,FL203947,Chennai,Hyderabad,ignore,0,0.5733,2
S00000420,U00039,FL202708,Chennai,Hyderabad,click,1,0.5398,3
S00000420,U00039,FL206210,Chennai,Hyderabad,book,2,0.7036,4
S00000420,U00039,FL298161,Chennai,Hyderabad,ignore,0,0.6267,5
S00000420,U00039,FL205752,Chennai,Hyderabad,click,1,0.5587,6
S00000420,U00039,FL298937,Chennai,Hyderabad,click,1,0.5071,7
S00000420,U00039,FL204797,Chennai,Hyderabad,click,1,0.4577,8
S00000421,U00039,FL149339,Kolkata,Chennai,click,1,0.5322,0
S00000421,U00039,FL272616,Kolkata,Chennai,ignore,0,0.5521,1
S00000421,U00039,FL273924,Kolkata,Chennai,click,1,0.4865,2
S00000421,U00039,FL152199,Kolkata,Chennai,ignore,0,0.6496,3
S00000421,U00039,FL148620,Kolkata,Chennai,click,1,0.3343,4
S00000421,U00039,FL152123,Kolkata,Chennai,click,1,0.5615,5
S00000421,U00039,FL148530,Kolkata,Chennai,ignore,0,0.3336,6
S00000421,U00039,FL274731,Kolkata,Chennai,click,1,0.602,7
S00000422,U00039,FL062824,Mumbai,Kolkata,click,1,0.5473,0
S00000422,U00039,FL063002,Mumbai,Kolkata,click,1,0.8147,1
S00000422,U00039,FL062515,Mumbai,Kolkata,click,1,0.5462,2
S00000422,U00039,FL063098,Mumbai,Kolkata,click,1,0.4384,3
S00000422,U00039,FL065848,Mumbai,Kolkata,ignore,0,0.5226,4
S00000422,U00039,FL237737,Mumbai,Kolkata,ignore,0,0.6059,5
S00000422,U00039,FL237663,Mumbai,Kolkata,click,1,0.5244,6
S00000422,U00039,FL062146,Mumbai,Kolkata,ignore,0,0.4768,7
S00000422,U00039,FL234263,Mumbai,Kolkata,ignore,0,0.6098,8
S00000422,U00039,FL067634,Mumbai,Kolkata,ignore,0,0.5315,9
S00000422,U00039,FL064316,Mumbai,Kolkata,book,2,0.536,10
S00000422,U00039,FL236959,Mumbai,Kolkata,ignore,0,0.5079,11
S00000422,U00039,FL068180,Mumbai,Kolkata,ignore,0,0.4824,12
S00000423,U00039,FL232043,Mumbai,Bangalore,ignore,0,0.4937,0
S00000423,U00039,FL230314,Mumbai,Bangalore,click,1,0.5719,1
S00000423,U00039,FL059687,Mumbai,Bangalore,ignore,0,0.4189,2
S00000423,U00039,FL057837,Mumbai,Bangalore,book,2,0.5137,3
S00000423,U00039,FL232336,Mumbai,Bangalore,click,1,0.5966,4
S00000423,U00039,FL057130,Mumbai,Bangalore,ignore,0,0.5101,5
S00000423,U00039,FL058724,Mumbai,Bangalore,click,1,0.5027,6
S00000424,U00039,FL158329,Hyderabad,Delhi,ignore,0,0.5255,0
